1,2,3,4,5,6,7,8,9,10,11,12
ENSG00000197879,MYO1C,Plasma membrane,CAB037023,http://images.proteinatlas.org/37023/80230_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000144283,PKP4,Plasma membrane,CAB037334,http://images.proteinatlas.org/37334/80237_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000144283,PKP4,Plasma membrane,CAB037334,http://images.proteinatlas.org/37334/80237_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000092820,EZR,Plasma membrane,CAB047324,http://images.proteinatlas.org/47324/103923_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000092820,EZR,Plasma membrane,CAB047324,http://images.proteinatlas.org/47324/103923_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000103496,STX4,Plasma membrane,HPA001330,http://images.proteinatlas.org/1330/3903_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000104067,TJP1,Plasma membrane,HPA001636,http://images.proteinatlas.org/1636/6932_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000104067,TJP1,Plasma membrane,HPA001636,http://images.proteinatlas.org/1636/6932_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000104067,TJP1,Plasma membrane,HPA001636,http://images.proteinatlas.org/1636/6932_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000104067,TJP1,Plasma membrane,HPA001636,http://images.proteinatlas.org/1636/6932_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000104067,TJP1,Plasma membrane,HPA001636,http://images.proteinatlas.org/1636/6932_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000197879,MYO1C,Plasma membrane,HPA001768,http://images.proteinatlas.org/1768/42132_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000155380,SLC16A1,Plasma membrane,HPA003324,http://images.proteinatlas.org/3324/10595_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000155380,SLC16A1,Plasma membrane,HPA003324,http://images.proteinatlas.org/3324/10595_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000127831,VIL1,Plasma membrane,HPA006884,http://images.proteinatlas.org/6884/19278_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000127831,VIL1,Plasma membrane,HPA006884,http://images.proteinatlas.org/6884/19278_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000127831,VIL1,Plasma membrane,HPA006885,http://images.proteinatlas.org/6885/19282_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000127831,VIL1,Plasma membrane,HPA006885,http://images.proteinatlas.org/6885/19282_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000099992,TBC1D10A,Plasma membrane,HPA008142,http://images.proteinatlas.org/8142/22351_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000169851,PCDH7,Plasma membrane,HPA011866,http://images.proteinatlas.org/11866/28206_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000198561,CTNND1,Plasma membrane,HPA015954,http://images.proteinatlas.org/15954/36087_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000110218,PANX1,Plasma membrane,HPA016930,http://images.proteinatlas.org/16930/38155_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000110218,PANX1,Plasma membrane,HPA016930,http://images.proteinatlas.org/16930/38155_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000110218,PANX1,Plasma membrane,HPA016930,http://images.proteinatlas.org/16930/38155_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029159,http://images.proteinatlas.org/29159/62947_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000168036,CTNNB1,Plasma membrane,HPA029160,http://images.proteinatlas.org/29160/62939_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000130396,AFDN,Plasma membrane,HPA030213,http://images.proteinatlas.org/30213/62495_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000130396,AFDN,Plasma membrane,HPA030213,http://images.proteinatlas.org/30213/62495_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000130396,AFDN,Plasma membrane,HPA030213,http://images.proteinatlas.org/30213/62495_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_4_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000149300,C11orf52,Plasma membrane,HPA038388,http://images.proteinatlas.org/38388/78684_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_1_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_2_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_3_1.jpg,Stomach 2,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_5_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_6_1.jpg,Stomach 1,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_7_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_8_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000044115,CTNNA1,Plasma membrane,HPA046119,http://images.proteinatlas.org/46119/124809_A_9_2.jpg,Duodenum,cytoplasmic/membranous,0,0,0,0,1
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000173473,SMARCC1,Nucleus,CAB011576,http://images.proteinatlas.org/11576/32502_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_4_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000125944,HNRNPR,Nucleus,CAB011687,http://images.proteinatlas.org/11687/28343_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_5_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_6_1.jpg,Stomach 1,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_8_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000136527,TRA2B,Nucleus,CAB011692,http://images.proteinatlas.org/11692/30923_A_9_2.jpg,Duodenum,nuclear,0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_1_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_2_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_3_1.jpg,Stomach 2,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_7_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_8_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000136518,ACTL6A,Nucleus,CAB012188,http://images.proteinatlas.org/12188/32346_A_9_2.jpg,Duodenum,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_1_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_2_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_3_1.jpg,Stomach 2,nuclear,0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_4_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_5_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_6_1.jpg,Stomach 1,"cytoplasmic/membranous,nuclear",0,0,0,1,0
ENSG00000122566,HNRNPA2B1,Nucleus,CAB012403,http://images.proteinatlas.org/12403/27943_A_7_2.jpg,Duodenum,nuclear,0,0,0,1,0
